0	#	Родитель	#	0 	@
..........	#	Начальник управления	#	1,00 	@
1.3.1.1.	#	Отдел международного сотрудничества и протокола	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	1,00 	@
..........	#	Ведущий эксперт	#	2,00 	@
..........	#	Видеооператор	#	1,00 	@
1.3.1.2.	#	Отдел международной академической мобильности	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий эксперт	#	3,00 	@
..........	#	Редактор интернет-портала	#	1,00 	@
1.3.1.3.	#	Отдел международного образования	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	1,00 	@
..........	#	Ведущий эксперт	#	3,00 	@
1.3.2.	#	Управление информации:	#	16,00 	@
..........	#	Начальник управления	#	1,00 	@
1.3.2.1.	#	МЕДИА-ЦЕНТР	#	5,00 	@
..........	#	Руководитель медиа-центра	#	1,00 	@
..........	#	Главный специалист по производству продукции телерадиовещательных средств массовой информации	#	1,00 	@
..........	#	Ведущий специалист по производству продукции телерадиовещательных средств массовой информации	#	1,00 	@
..........	#	Ведущий редактор интернет портала	#	1,00 	@
..........	#	Редактор газеты 1 категории	#	1,00 	@
1.3.2.2.	#	Отдел по связям с общественностью	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по связям с общественностью	#	2,00 	@
..........	#	Ведущий специалист по связям с общественностью	#	1,00 	@
..........	#	Фотокорреспондент газеты	#	1,00 	@
1.3.2.3.	#	Отдел технического обеспечения	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий инженер	#	3,00 	@
..........	#	Видеооператор	#	1,00 	@
1.4.	#	Департамент земельно-имущественных отношений и развития инфраструктуры	#	32,00 	@
..........	#	Директор департамента	#	1,00 	@
1.4.1.	#	Управление земельно-имущественных отношений:	#	15,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.4.1.1.	#	Отдел имущественных отношений	#	8,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Заместитель начальника отдела	#	1,00 	@
..........	#	Главный эксперт	#	3,00 	@
..........	#	Ведущий аналитик	#	3,00 	@
1.4.1.2.	#	Отдел земельных отношений	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	3,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
1.4.2.	#	Управление по распоряжению и эффективному использованию имущественного комплекса:	#	16,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.4.2.1.	#	Отдел сбора и анализа информации	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	1,00 	@
..........	#	Главный аналитик	#	2,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
1.4.2.2.	#	Отдел координации эффективного использования имущественного комплекса	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	2,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
1.4.2.3.	#	Сектор по работе в ИАС "Мониторинг" и в подсистеме АСУФИ	#	3,00 	@
..........	#	Заведующий сектором	#	1,00 	@
..........	#	Главный аналитик	#	2,00 	@
1.5.	#	Управление строительства, ремонта, реконструкции и благоустройства	#	16,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.5.1.	#	Отдел капитального строительства и капитального ремонта	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный инженер технического надзора	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Ведущий инженер-сметчик	#	1,00 	@
..........	#	Ведущий менеджер	#	1,00 	@
..........	#	Ведущий инженер	#	1,00 	@
1.5.2.	#	Отдел подготовки производства	#	3,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
1.5.3.	#	Отдел текущего ремонта и благоустройства	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Главный инженер технического надзора	#	1,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
1.6.	#	Управление эксплуатационно-хозяйственной деятельности	#	33,00 	@
..........	#	Начальник управления	#	1,00 	@
1.6.1.	#	Отдел эксплуатации жилищно-коммунального хозяйства	#	5,00 	@
..........	#	Начальник отдела - заместитель начальника управления	#	1,00 	@
..........	#	Главный эксперт	#	2,00 	@
..........	#	Ведущий эксперт	#	2,00 	@
1.6.2.	#	Отдел общественного питания и торговли	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	3,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
1.6.3.	#	Транспортный отдел	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт 	#	1,00 	@
..........	#	Главный эксперт по сельскохозяйственной технике	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Главный специалист по безопасности движения	#	1,00 	@
..........	#	Старший диспетчер	#	1,00 	@
1.6.4.	#	Отдел главного энергетика	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт 	#	2,00 	@
..........	#	Ведущий эксперт	#	2,00 	@
1.6.5.	#	Отдел материально-технического обеспечения	#	8,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный эксперт	#	2,00 	@
..........	#	Ведущий менеджер	#	2,00 	@
1.6.5.1.	#	Центральный товарно-материальный склад	#	3,00 	@
..........	#	Заведующий складом	#	1,00 	@
..........	#	Кладовщик	#	1,00 	@
..........	#	Экспедитор	#	1,00 	@
1.6.6.	#	Сектор связи	#	3,00 	@
..........	#	Заведующий сектором	#	1,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
..........	#	Ведущий менеджер	#	1,00 	@
1.7.	#	Департамент планово-экономической работы	#	54,00 	@
..........	#	Директор департамента	#	1,00 	@
..........	#	Заместитель директора	#	1,00 	@
1.7.1.	#	Планово-финансовое управление:	#	29,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.7.1.1.	#	Отдел экономики и планирования 	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист- экономист	#	4,00 	@
..........	#	Ведущий экономист	#	1,00 	@
1.7.1.2.	#	Отдел труда и заработной платы	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-экономист	#	5,00 	@
..........	#	Ведущий экономист	#	1,00 	@
1.7.1.3.	#	Отдел анализа исполнения плана финансово-хозяйственной деятельности	#	9,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-экономист	#	2,00 	@
..........	#	Ведущий экономист	#	2,00 	@
..........	#	Экономист 1 категории	#	1,00 	@
1.7.1.3.1.	#	Сектор мониторинга заключения и исполнения крупных договоров	#	3,00 	@
..........	#	Заведующий сектором	#	1,00 	@
..........	#	Главный специалист-экономист	#	1,00 	@
..........	#	Ведущий экономист	#	1,00 	@
1.7.1.4.	#	Отдел планирования и мониторинга расходов по федеральным и государственным программам	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист- экономист	#	2,00 	@
..........	#	Ведущий экономист	#	2,00 	@
1.7.2.	#	Управление платных образовательных и прочих услуг	#	23,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.7.2.1.	#	 Отдел планирования, сводного анализа поступления доходов от оказания услуг и расчета их стоимости	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-экономист	#	3,00 	@
..........	#	Ведущий экономист	#	1,00 	@
1.7.2.2.	#	Отдел мониторинга поступления доходов от образовательных услуг	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист- экономист	#	2,00 	@
..........	#	Ведущий экономист	#	3,00 	@
1.7.2.3.	#	Отдел мониторинга поступления доходов от прочих услуг	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист- экономист	#	2,00 	@
..........	#	Ведущий экономист	#	2,00 	@
1.7.2.4.	#	Отдел технического сопровождения	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по системному администрированию информационно-коммуникационных систем	#	3,00 	@
..........	#	Ведущий специалист по технической поддержке информационно-коммуникационных систем	#	1,00 	@
1.8.	#	Департамент управления качеством и проектных решений:	#	45,00 	@
..........	#	Директор департамента	#	1,00 	@
1.8.1.	#	Управление менеджмента качества и сетевого взаимодействия	#	17,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.8.1.1.	#	Отдел сетевого взаимодействия и академической мобильности 	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий менеджер по сетевой кооперации	#	3,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
1.8.1.2.	#	Отдел мониторинга и рейтингов	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий аналитик	#	4,00 	@
1.8.1.3.	#	Отдел управления качеством	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий менеджер по качеству	#	3,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
1.8.2.	#	Управление единого информационного пространства и редакционно-издательской деятельности	#	22,00 	@
..........	#	Начальник управления	#	1,00 	@
1.8.2.1.	#	Центр развития единого информационного пространства	#	8,00 	@
..........	#	Начальник центра	#	1,00 	@
..........	#	Ведущий менеджер ИТ-проектов	#	7,00 	@
1.8.2.2.	#	Отдел редакционно-издательской деятельности	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий эксперт	#	5,00 	@
..........	#	Выпускающий	#	1,00 	@
1.8.2.3.	#	Отдел обеспечения деятельности инновационной информационной системы	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист- эксперт	#	2,00 	@
..........	#	Главный специалист- инженер	#	2,00 	@
..........	#	Ведущий инженер	#	1,00 	@
1.8.3.	#	Дирекция программы развития	#	5,00 	@
..........	#	Руководитель дирекции	#	1,00 	@
..........	#	Ведущий менеджер программы развития	#	4,00 	@
1.9.	#	Департамент правовой и кадровой работы	#	69,00 	@
..........	#	Директор департамента	#	1,00 	@
1.9.1.	#	Юридическое управление:	#	19,00 	@
..........	#	Начальник управления	#	1,00 	@
1.9.1.1.	#	Отдел правового обеспечения образовательной и научной деятельности 	#	5,00 	@
..........	#	Начальник отдела 	#	1,00 	@
..........	#	Главный специалист-юрисконсульт 	#	4,00 	@
1.9.1.2.	#	Отдел правового сопровождения нормотворческой, финансово-хозяйственной и медицинской деятельности	#	8,00 	@
..........	#	Начальник отдела 	#	1,00 	@
..........	#	Главный специалист-юрисконсульт 	#	4,00 	@
1.9.1.2.1.	#	Сектор организации претензионно-исковой и договорной работы	#	3,00 	@
..........	#	Заведующий сектором	#	1,00 	@
..........	#	Главный специалист-юрисконсульт 	#	2,00 	@
1.9.1.3.	#	Отдел юридического сопровождения трудовых правоотношений и правовой работы с обучающимися	#	5,00 	@
..........	#	Начальник отдела - заместитель начальника управления	#	1,00 	@
..........	#	Главный специалист-юрисконсульт 	#	4,00 	@
1.9.2.	#	Управление кадров	#	49,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.9.2.1.	#	Отдел по работе с профессорско-преподавательским и учебно-вспомогательным персоналом	#	13,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по кадрам	#	5,00 	@
..........	#	Ведущий документовед	#	3,00 	@
..........	#	Специалист по кадрам 1 категории	#	3,00 	@
..........	#	Инспектор по кадрам	#	1,00 	@
1.9.2.2.	#	Отдел по работе с административно-хозяйственным персоналом	#	8,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по кадрам	#	4,00 	@
..........	#	Специалист по кадрам 1 категории	#	3,00 	@
1.9.2.3.	#	Отдел по развитию персонала	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по кадрам	#	1,00 	@
..........	#	Ведущий документовед	#	1,00 	@
..........	#	Менеджер по персоналу	#	1,00 	@
..........	#	Инспектор по кадрам	#	1,00 	@
1.9.2.4.	#	Отдел дистанционного сопровождения кадрового делопроизводства и электронного документооборота 	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по кадрам	#	4,00 	@
..........	#	Специалист по кадрам 	#	1,00 	@
1.9.2.5.	#	Отдел по работе с обучающимися 	#	15,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по кадрам	#	2,00 	@
..........	#	Ведущий документовед	#	2,00 	@
..........	#	Ведущий специалист по кадрам	#	2,00 	@
..........	#	Специалист по кадрам 1 категория	#	4,00 	@
..........	#	Инспектор по кадрам	#	4,00 	@
1.1...........	#	Департамент по управлению делами	#	52,00 	@
..........	#	Директор департамента	#	1,00 	@
1.1...........1.	#	Управление документооборота и контроля:	#	27,00 	@
..........	#	Начальник управления	#	1,00 	@
1.1...........1.1.	#	Отдел документооборота	#	16,00 	@
..........	#	Начальник отдела 	#	1,00 	@
..........	#	Заместитель начальника отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	6,00 	@
..........	#	Ведущий специалист-документовед	#	4,00 	@
..........	#	Документовед	#	4,00 	@
1.1...........1.2.	#	Отдел контроля 	#	5,00 	@
..........	#	Заместитель начальника управления- начальник отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	4,00 	@
1.1...........1.3.	#	Отдел тиражирования и доставки 	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	2,00 	@
..........	#	Ведущий специалист-документовед	#	2,00 	@
1.1...........2.	#	Архивный отдел	#	14,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный архивист	#	3,00 	@
..........	#	Ведущий архивист	#	8,00 	@
..........	#	Архивист	#	2,00 	@
1.1...........3.	#	Отдел организационного обеспечения	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	4,00 	@
1.1...........4.	#	Отдел редактирования и регистрации приказов и распоряжений	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	4,00 	@
1.11.	#	Департамент по социальной и молодежной политике	#	32,00 	@
..........	#	Директор департамента	#	1,00 	@
1.11.1.	#	Управление по молодежной политике	#	17,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.11.1.1.	#	Отдел социально-воспитательной и культурно-массовой работы	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	главный менеджер	#	2,00 	@
..........	#	ведущий менеджер	#	2,00 	@
1.11.1.2.	#	Отдел молодёжных инициатив	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	главный менеджер	#	2,00 	@
..........	#	ведущий менеджер	#	2,00 	@
1.11.1.3.	#	Отдел внеучебной работы в общежитиях	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный аналитик	#	2,00 	@
..........	#	Ведущий инженер	#	2,00 	@
1.11.2.	#	Отдел спортивно-физкультурной и оздоровительной работы	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	главный менеджер	#	3,00 	@
..........	#	ведущий менеджер	#	1,00 	@
1.11.3.	#	Региональный центр содействия трудоустройству и развития карьеры студентов и выпускников	#	9,00 	@
..........	#	Директор центра	#	1,00 	@
1.11.3.1.	#	Отдел содействия трудоустройству выпускников, мониторинга рынка труда и методического обеспечения деятельности	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий специалист по взаимодействию с соискателями и работодателями	#	1,00 	@
..........	#	Ведущий специалист-аналитик	#	2,00 	@
..........	#	ведущий менеджер	#	1,00 	@
1.11.3.2.	#	Сектор получения, выдачи и учета документов о высшем и среднем профессиональном образовании	#	3,00 	@
..........	#	Заведующий сектором	#	1,00 	@
..........	#	Ведущий специалист по взаимодействию с выпускниками	#	1,00 	@
..........	#	Ведущий специалист по организации выдачи документов об образовании	#	1,00 	@
1.12.	#	Департамент научно-исследовательской деятельности	#	31,00 	@
..........	#	Директор департамента 	#	1,00 	@
1.12.1.	#	Управление организации научной деятельности	#	15,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.12.1.1.	#	Отдел тематического планирования научно-исследовательских работ, научно-технических программ и грантов	#	8,00 	@
..........	#	начальник отдела	#	1,00 	@
..........	#	Ведущий аналитик	#	4,00 	@
..........	#	Ведущий инженер	#	1,00 	@
..........	#	Инженер 1 категории	#	2,00 	@
1.12.1.2.	#	Отдел организации научно-исследовательской работы студентов и конкурсов	#	5,00 	@
..........	#	начальник отдела	#	1,00 	@
..........	#	Ведущий аналитик	#	3,00 	@
..........	#	Аналитик 1 категории	#	1,00 	@
1.12.2.	#	Управление сопровождения и обеспечения научной деятельности	#	15,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.12.2.1.	#	Отдел подготовки научно-педагогических кадров	#	5,00 	@
..........	#	начальник отдела	#	1,00 	@
..........	#	Ведущий инженер	#	1,00 	@
..........	#	Ведущий аналитик	#	2,00 	@
..........	#	техник	#	1,00 	@
1.12.2.2.	#	Отдел интеллектуальной собственности, стандартизации и метрологического обеспечения	#	8,00 	@
..........	#	начальник отдела	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
..........	#	Ведущий инженер по патентной и изобретательской работе	#	1,00 	@
..........	#	Ведущий инженер по метрологии 	#	2,00 	@
..........	#	Инженер 1 категории	#	1,00 	@
..........	#	инженер по патентной и изобретательской работе 1 категории	#	1,00 	@
..........	#	переводчик технической литературы 1 категории	#	1,00 	@
1.13.	#	Первый отдел	#	3,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-документовед	#	1,00 	@
..........	#	Главный специалист по режиму	#	1,00 	@
1.14.	#	Управление безопасности	#	21,00 	@
..........	#	Начальник управления	#	1,00 	@
1.14.1.	#	Отдел режима и охраны	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-инженер	#	2,00 	@
..........	#	Ведущий аналитик	#	2,00 	@
1.14.2.	#	Отдел защиты информации	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по защите информации	#	2,00 	@
..........	#	Ведущий специалист по защите информации	#	2,00 	@
1.14.3.	#	Второй отдел	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по мобилизационной подготовке	#	1,00 	@
..........	#	Ведущий документовед	#	3,00 	@
1.14.4.	#	Отдел по противодействию корупции, терроризму и экстремизму	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-эксперт	#	2,00 	@
..........	#	Ведущий специалист-эксперт	#	2,00 	@
1.15.	#	Управление режима и безопасного функционирования	#	18,00 	@
..........	#	Начальник управления	#	1,00 	@
1.15.1.	#	Отдел гражданской обороны и реагирования на чрезвычайные ситуации	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист	#	2,00 	@
..........	#	Ведущий аналитик	#	2,00 	@
1.15.2.	#	Отдел обеспечения противопожарной безопасности	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-инженер	#	2,00 	@
..........	#	Ведущий инженер	#	2,00 	@
1.15.3.	#	Отдел безопасности труда и экологии	#	7,00 	@
..........	#	Заместитель начальника управления- начальник отдела	#	1,00 	@
..........	#	Главный специалист-инженер	#	2,00 	@
..........	#	Ведущий инженер	#	2,00 	@
..........	#	Главный специалист-эколог	#	1,00 	@
..........	#	Главный аналитик	#	1,00 	@
1.16.	#	Управление сопровождения государственных закупок	#	17,00 	@
..........	#	Начальник управления	#	1,00 	@
..........	#	Заместитель начальника управления	#	1,00 	@
1.16.1.	#	Отдел сопровождения деятельности контрактной службы	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-аналитик	#	3,00 	@
..........	#	Ведущий аналитик	#	1,00 	@
1.16.2.	#	Отдел мониторинга, ценообразования и процедур закупок	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-экономист по планированию	#	2,00 	@
..........	#	Главный специалист-эксперт по закупочной деятельности	#	2,00 	@
1.16.3.	#	Отдел обобщения и анализа государственных закупок	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по маркетингу	#	2,00 	@
..........	#	Ведущий специалист по маркетингу	#	2,00 	@
1.17.	#	Управление по инновационной деятельности	#	15,00 	@
..........	#	Начальник управления	#	1,00 	@
1.17.1.	#	Отдел по разработке и сопровождению инновационных проектов и программ	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-эксперт	#	2,00 	@
..........	#	Ведущий эксперт	#	3,00 	@
..........	#	Эксперт	#	1,00 	@
1.17.2.	#	Отдел взаимодействия в сфере инноваций и перспективного развития	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист-эксперт	#	3,00 	@
..........	#	Ведущий эксперт	#	2,00 	@
..........	#	Эксперт	#	1,00 	@
1.18.	#	Централизованная бухгалтерия	#	59,00 	@
..........	#	Главный бухгалтер	#	1,00 	@
..........	#	Заместитель главного бухгалтера	#	2,00 	@
1.18.1.	#	Отдел учета основных средств и нематериальных активов	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	5,00 	@
..........	#	Бухгалтер 2 категории	#	1,00 	@
1.18.2.	#	Отдел учета материальных запасов	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	3,00 	@
..........	#	Бухгалтер 1 категории	#	1,00 	@
1.18.3.	#	Отдел учета денежных средств 	#	7,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	4,00 	@
..........	#	Бухгалтер-кассир	#	1,00 	@
..........	#	Бухгалтер 2 категории	#	1,00 	@
1.18.4.	#	Отдел по расчетам с поставщиками и подрядчиками	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	3,00 	@
..........	#	Бухгалтер 1 категории	#	2,00 	@
1.18.5.	#	Отдел по расчетам с работниками	#	11,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	8,00 	@
..........	#	Бухгалтер 1 категории	#	1,00 	@
..........	#	Бухгалтер 2 категории	#	1,00 	@
1.18.6.	#	Отдел по расчетам со стипендиатами	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	4,00 	@
1.18.7.	#	Отдел по учету научно-исследовательских работ	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	2,00 	@
..........	#	Ведущий экономист	#	2,00 	@
1.18.8.	#	Отдел расчетов по налогам и сводной бухгалтерской отчетности	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	3,00 	@
..........	#	Ведущий экономист	#	1,00 	@
1.18.9.	#	Отдел по учету доходов	#	5,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Ведущий бухгалтер	#	1,00 	@
..........	#	Бухгалтер 2 категории	#	1,00 	@
..........	#	Экономист 1 категории	#	1,00 	@
..........	#	Экономист 2 категории	#	1,00 	@
1.19.	#	Отдел внутреннего аудита и финансового контроля	#	6,00 	@
..........	#	Начальник отдела	#	1,00 	@
..........	#	Главный специалист по внутреннему аудиту	#	2,00 	@
..........	#	Ведущий аудитор	#	2,00 	@
..........	#	Ведущий эксперт	#	1,00 	@
1.2...........	#	Секретариат приемной комиссии	#	4,50 	@
..........	#	Ведущий документовед	#	2,00 	@
..........	#	Документовед 1 категории	#	1,00 	@
..........	#	Специалист по информационным системам	#	0,50 	@
..........	#	Ведущий программист	#	1,00 	@
1.21.	#	Секретариат Ученого совета	#	3,00 	@
..........	#	Ученый секретарь совета	#	1,00 	@
..........	#	Документовед	#	2,00 	@
1.22.	#	Проектный офис	#	3,00 	@
..........	#	Директор	#	1,00 	@
..........	#	Главный аналитик	#	2,00 	@
2.	#	Структурные подразделения	#	6 121,75 	@
2.1.	#	Академия биоресурсов и природопользования	#	932,00 	@
..........	#	Директор	#	1,00 	@
..........	#	Заместитель директора 	#	4,00 	@
..........	#	Ученый секретарь	#	1,00 	@
..........	#	Заведующий аспирантурой	#	1,00 	@
..........	#	Заведующий отделением по подготовке вступления в ВУЗ 	#	1,00 	@
..........	#	Секретарь руководителя	#	2,00 	@
2.1.1.	#	ФАКУЛЬТЕТ ВЕТЕРИНАРНОЙ МЕДИЦИНЫ	#	82,50 	@
